epoch,lr-Adam,step,train/loss,val/loss,val/psnr,val/ssim
0,,39,,0.31793302297592163,5.50937557220459,0.32970014214515686
,9.98519673522304e-06,49,,,,
0,,49,0.32930272817611694,,,
0,,79,,0.3000651001930237,5.793161392211914,0.3353486657142639
,9.939664243328787e-06,99,,,,
0,,99,0.2853352427482605,,,
0,,119,,0.2822447419166565,6.097681999206543,0.3424956798553467
,9.86367707876936e-06,149,,,,
0,,149,0.3488462567329407,,,
0,,159,,0.26552674174308777,6.396462917327881,0.35161396861076355
,9.757703727682576e-06,199,,,,
0,,199,0.3547082245349884,,,
0,,199,,0.2562493681907654,6.567816734313965,0.3572847247123718
,9.622397551017595e-06,249,,,,
1,,249,0.2623523771762848,,,
1,,249,,0.24615101516246796,6.762218952178955,0.3625109791755676
1,,289,,0.23999567329883575,6.883869171142578,0.36573275923728943
,9.458592756347422e-06,299,,,,
1,,299,0.2159254252910614,,,
1,,329,,0.23457071185112,6.995533466339111,0.36811715364456177
,9.267299254701829e-06,349,,,,
1,,349,0.24244588613510132,,,
1,,369,,0.22976437211036682,7.094822406768799,0.37063348293304443
,9.049696434129996e-06,399,,,,
1,,399,0.20966072380542755,,,
1,,409,,0.22539404034614563,7.188684940338135,0.37186866998672485
,8.80712588838104e-06,449,,,,
2,,449,0.38608792424201965,,,
2,,459,,0.21997740864753723,7.305078983306885,0.37418410181999207
,8.541083145532389e-06,499,,,,
2,,499,0.3275514841079712,,,
2,,499,,0.2166401892900467,7.381606101989746,0.3738780617713928
2,,539,,0.21312598884105682,7.460201740264893,0.3758159577846527
,8.2532084475619e-06,549,,,,
2,,549,0.30293676257133484,,,
2,,579,,0.20974650979042053,7.5370192527771,0.37608665227890015
,7.945276637710592e-06,599,,,,
2,,599,0.3004905581474304,,,
2,,619,,0.20779462158679962,7.582587718963623,0.37678325176239014
,7.619186217983934e-06,649,,,,
3,,649,0.2956850826740265,,,
3,,669,,0.20372001826763153,7.677475929260254,0.3776164948940277
,7.27694764425561e-06,699,,,,
3,,699,0.23224985599517822,,,
3,,709,,0.2009359896183014,7.741904258728027,0.3799108564853668
,6.9206709311385206e-06,749,,,,
3,,749,0.2551501989364624,,,
3,,749,,0.19791099429130554,7.81326961517334,0.38156208395957947
3,,789,,0.19607797265052795,7.859851360321045,0.38049787282943726
,6.55255264304307e-06,799,,,,
3,,799,0.3707338571548462,,,
3,,829,,0.19374701380729675,7.916628837585449,0.38329529762268066
,6.174862351627115e-06,849,,,,
4,,849,0.2928287386894226,,,
4,,879,,0.1914665400981903,7.972055912017822,0.3837599456310272
,5.789928643131999e-06,899,,,,
4,,899,0.20194996893405914,,,
4,,919,,0.18980847299098969,8.014129638671875,0.38453033566474915
,5.40012476187405e-06,949,,,,
4,,949,0.3332974314689636,,,
4,,959,,0.1889277845621109,8.043889045715332,0.3827964663505554
,5.007853978404163e-06,999,,,,
4,,999,0.10781759768724442,,,
4,,999,,0.18630661070346832,8.10402774810791,0.3859776258468628
4,,1039,,0.18515251576900482,8.135628700256348,0.38668757677078247
,4.615534772545695e-06,1049,,,,
4,,1049,0.2749972939491272,,,
5,,1089,,0.18352818489074707,8.180436134338379,0.3864469528198242
,4.225585922662147e-06,1099,,,,
5,,1099,0.2692924737930298,,,
5,,1129,,0.18207913637161255,8.215302467346191,0.3874601721763611
,3.840411593084204e-06,1149,,,,
5,,1149,0.21661703288555145,,,
5,,1169,,0.18101997673511505,8.243788719177246,0.3879300653934479
,3.462386511637166e-06,1199,,,,
5,,1199,0.2441657930612564,,,
5,,1209,,0.1799083948135376,8.274481773376465,0.389448881149292
,3.093841328654256e-06,1249,,,,
5,,1249,0.13822099566459656,,,
5,,1249,,0.1789180040359497,8.301763534545898,0.3895779550075531
,2.737048247742274e-06,1299,,,,
6,,1299,0.2659095823764801,,,
6,,1299,,0.17802882194519043,8.325139999389648,0.38987255096435547
6,,1339,,0.17741131782531738,8.342216491699219,0.39058393239974976
,2.3942070168907783e-06,1349,,,,
6,,1349,0.2084326595067978,,,
6,,1379,,0.17683327198028564,8.35776424407959,0.3907007575035095
,2.0674313662942507e-06,1399,,,,
6,,1399,0.2983739376068115,,,
6,,1419,,0.17619310319423676,8.375937461853027,0.3906638026237488
,1.7587359765025447e-06,1449,,,,
6,,1449,0.2506139278411865,,,
6,,1459,,0.17559143900871277,8.394617080688477,0.39070314168930054
,1.470024057245363e-06,1499,,,,
7,,1499,0.13766956329345703,,,
7,,1509,,0.1750287413597107,8.408047676086426,0.3908880650997162
,1.2030756135113787e-06,1549,,,,
7,,1549,0.23620322346687317,,,
7,,1549,,0.17474079132080078,8.415665626525879,0.39142337441444397
7,,1589,,0.17451898753643036,8.421693801879883,0.39162176847457886
,9.59536471225578e-07,1599,,,,
7,,1599,0.17330004274845123,,,
