epoch,lr-Adam,step,train/loss,val/loss,val/psnr,val/ssim
0,,39,,0.24461126327514648,6.78721809387207,0.3589409589767456
,8.590631488815943e-06,49,,,,
0,,49,0.3273944854736328,,,
0,,79,,0.2385508269071579,6.912516117095947,0.3618999421596527
,5.078536586559102e-06,99,,,,
0,,99,0.23770871758460999,,,
0,,119,,0.2338038980960846,7.007787227630615,0.3642314076423645
,1.520436017038428e-06,149,,,,
0,,149,0.2761663496494293,,,
0,,159,,0.2323085516691208,7.040287971496582,0.3647836446762085
,6.16837591697061e-10,199,,,,
0,,199,0.21507690846920013,,,
0,,199,,0.23209238052368164,7.044926166534424,0.3648603558540344
